,Name of movie,Year of relase,Watchtime,Genre,Movie Rating,Votes
6082, Nova,1974,54,Documentary,7.8,125
6083, Nova,1974,54,Documentary,7.8,48
6084, Nova,1974,54,Documentary,7.3,52
6085, Nova,1974,54,Documentary,8.0,47
6086, TURN,2014–2017,43,"Drama, History, War",8.5,392
6087, L.A. Macabre,2014,***,Thriller,***,***
6088, L.A. Macabre,2014,***,Thriller,***,***
6089, The Shannara Chronicles,2016–2017,41,"Adventure, Fantasy, Sci-Fi",7.7,"2,011"
6090, L.A. Macabre,2014,***,Thriller,***,***
6091, Transparent,2014–2019,29,"Comedy, Drama",8.2,454
6092, Sneaky Pete,2015–2019,54,"Crime, Thriller",8.1,"3,390"
6093, L.A. Macabre,2014,***,Thriller,***,***
6094, Nova,1974,54,Documentary,6.7,34
6095, The Bay,2010,24,"Drama, Romance",***,***
6096, The Bay,2010,22,"Drama, Romance",***,***
6097, The Bay,2010,25,"Drama, Romance",***,***
6098, The Bay,2010,21,"Drama, Romance",***,***
6099, The Bay,2010,30,"Drama, Romance",***,***
6100, The Bay,2010,25,"Drama, Romance",***,***
6101, The Bay,2010,***,"Drama, Romance",***,***
6102, The Bay,2010,***,"Drama, Romance",***,***
6103, L.A. Macabre,2014,***,Thriller,***,***
6104, L.A. Macabre,2014,***,Thriller,***,***
6105, TURN,2014–2017,44,"Drama, History, War",8.5,368
6106, L.A. Macabre,2014,***,Thriller,***,***
6107, TURN,2014–2017,43,"Drama, History, War",8.7,388
6108, L.A. Macabre,2014,13,Thriller,***,***
6109, Bosch,2014–2021,44,"Crime, Drama",8.4,"1,474"
6110, L.A. Macabre,2014,***,Thriller,***,***
6111, L.A. Macabre,2014,***,Thriller,***,***
6112, L.A. Macabre,2014,***,Thriller,***,***
6113, L.A. Macabre,2014,10,Thriller,***,***
6114, Nova,1974,54,Documentary,7.6,69
6115, Nova,1974,80,Documentary,7.5,101
6116, Nova,1974,54,Documentary,7.6,80
6117, Nova,1974,54,Documentary,7.7,179
6118, L.A. Macabre,2014,11,Thriller,***,***
6119, The Shannara Chronicles,2016–2017,42,"Adventure, Fantasy, Sci-Fi",7.9,"1,808"
6120, The Shannara Chronicles,2016–2017,42,"Adventure, Fantasy, Sci-Fi",7.7,"1,613"
6121, The Shannara Chronicles,2016–2017,40,"Adventure, Fantasy, Sci-Fi",7.8,"1,619"
6122, The Shannara Chronicles,2016–2017,41,"Adventure, Fantasy, Sci-Fi",7.5,"1,277"
6123, The Shannara Chronicles,2016–2017,41,"Adventure, Fantasy, Sci-Fi",7.6,"1,129"
6124, The Shannara Chronicles,2016–2017,40,"Adventure, Fantasy, Sci-Fi",7.7,"1,202"
6125, The Shannara Chronicles,2016–2017,40,"Adventure, Fantasy, Sci-Fi",7.8,"1,075"
6126, The Shannara Chronicles,2016–2017,41,"Adventure, Fantasy, Sci-Fi",7.3,"1,100"
6127, The Shannara Chronicles,2016–2017,41,"Adventure, Fantasy, Sci-Fi",7.9,"1,204"
6128, TURN,2014–2017,43,"Drama, History, War",8.7,385
6129, L.A. Macabre,2014,***,Thriller,***,***
6130, L.A. Macabre,2014,***,Thriller,***,***
6131, L.A. Macabre,2014,9,Thriller,***,***
6132, L.A. Macabre,2014,***,Thriller,***,***
6133, L.A. Macabre,2014,***,Thriller,***,***
6134, L.A. Macabre,2014,***,Thriller,***,***
6135, Day Zero,2011,23,"Drama, Sci-Fi",8.2,6
6136, L.A. Macabre,2014,9,Thriller,***,***
6137, Day Zero,2011,22,"Drama, Sci-Fi",8.2,6
6138, L.A. Macabre,2014,8,Thriller,***,***
6139, TURN,2014–2017,42,"Drama, History, War",8.6,407
6140, L.A. Macabre,2014,***,Thriller,***,***
6141, L.A. Macabre,2014,11,Thriller,***,***
6142, Carnival Row,2019,60,"Crime, Drama, Fantasy",7.3,"2,554"
6143, Catastrophe,2015–2019,24,Comedy,7.9,566
6144, Day Zero,2011,24,"Drama, Sci-Fi",***,***
6145, Carnival Row,2019,51,"Crime, Drama, Fantasy",7.5,"2,120"
6146, Carnival Row,2019,56,"Crime, Drama, Fantasy",7.6,"1,837"
6147, Catastrophe,2015–2019,26,Comedy,7.9,444
6148, Catastrophe,2015–2019,26,Comedy,7.6,396
6149, TURN,2014–2017,45,"Drama, History, War",8.7,367
6150, TURN,2014–2017,47,"Drama, History, War",9.0,417
6151, Catastrophe,2015–2019,26,Comedy,8.1,388
6152, Ash vs Evil Dead,2015–2018,41,"Action, Comedy, Fantasy",8.7,"4,691"
6153, Ash vs Evil Dead,2015–2018,37,"Action, Comedy, Fantasy",8.7,"2,592"
6154, Catastrophe,2015–2019,26,Comedy,7.7,364
6155, Catastrophe,2015–2019,26,Comedy,7.8,378
6156, Ash vs Evil Dead,2015–2018,30,"Action, Comedy, Fantasy",8.5,"3,533"
6157, Nova,1974,54,Documentary,7.3,45
6158, Nova,1974,***,Documentary,7.7,68
6159, Nova,1974,54,Documentary,8.1,81
6160, Day Zero,2011,28,"Drama, Sci-Fi",***,***
6161, The Man in the High Castle,2015–2019,61,"Drama, Sci-Fi, Thriller",7.8,"3,801"
6162, Hand of God,2014–2017,55,"Crime, Drama",7.3,289
6163, Bosch,2014–2021,44,"Crime, Drama",8.1,"1,380"
6164, Hand of God,2014–2017,46,"Crime, Drama",7.2,297
6165, Hand of God,2014–2017,54,"Crime, Drama",7.3,328
6166, Rentnercops: Jeder Tag zählt!,2015,48,"Comedy, Crime, Drama",6.5,11
6167, Hand of God,2014–2017,60,"Crime, Drama",7.2,286
6168, Hand of God,2014–2017,55,"Crime, Drama",7.4,271
6169, Hand of God,2014–2017,58,"Crime, Drama",7.3,282
6170, Hand of God,2014–2017,56,"Crime, Drama",7.1,267
6171, Hand of God,2014–2017,49,"Crime, Drama",7.4,276
6172, Hand of God,2014–2017,62,"Crime, Drama",7.9,349
6173, Day Zero,2011,27,"Drama, Sci-Fi",***,***
6174, The Man in the High Castle,2015–2019,54,"Drama, Sci-Fi, Thriller",7.7,"2,161"
6175, Bosch,2014–2021,43,"Crime, Drama",8.1,"1,252"
6176, Bosch,2014–2021,47,"Crime, Drama",8.0,"1,226"
6177, Bosch,2014–2021,42,"Crime, Drama",8.1,"1,210"
6178, Bosch,2014–2021,48,"Crime, Drama",8.7,"1,257"
6179, Bosch,2014–2021,49,"Crime, Drama",8.8,"1,279"
6180, Bosch,2014–2021,48,"Crime, Drama",8.8,"1,209"
6181, Bosch,2014–2021,43,"Crime, Drama",9.0,"1,282"
6182, Bosch,2014–2021,46,"Crime, Drama",8.6,"1,184"
6183, Bosch,2014–2021,48,"Crime, Drama",8.9,"1,276"
6184, Transparent,2014–2019,30,"Comedy, Drama",8.5,405
6185, The Man in the High Castle,2015–2019,59,"Drama, Sci-Fi, Thriller",8.0,"3,027"
6186, Rentnercops: Jeder Tag zählt!,2015,49,"Comedy, Crime, Drama",6.0,8
6187, Rentnercops: Jeder Tag zählt!,2015,47,"Comedy, Crime, Drama",6.5,10
6188, Rentnercops: Jeder Tag zählt!,2015,48,"Comedy, Crime, Drama",6.0,8
6189, Rentnercops: Jeder Tag zählt!,2015,48,"Comedy, Crime, Drama",6.2,8
6190, Rentnercops: Jeder Tag zählt!,2015,48,"Comedy, Crime, Drama",6.0,10
6191, Rentnercops: Jeder Tag zählt!,2015,48,"Comedy, Crime, Drama",6.4,7
6192, Rentnercops: Jeder Tag zählt!,2015,49,"Comedy, Crime, Drama",6.1,7
6193, Ash vs Evil Dead,2015–2018,30,"Action, Comedy, Fantasy",8.3,"3,107"
6194, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6195, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6196, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6197, Borderline,2015,20,Comedy,***,***
6198, Mr. Robot,2015–2019,62,"Crime, Drama, Thriller",9.2,"16,319"
6199, Mr. Robot,2015–2019,54,"Crime, Drama, Thriller",8.7,"9,368"
6200, Borderline,2015,22,Comedy,***,***
6201, Borderline,2015,21,Comedy,***,***
6202, Borderline,2015,***,Comedy,***,***
6203, Borderline,2015,***,Comedy,***,***
6204, Mr. Robot,2015–2019,46,"Crime, Drama, Thriller",7.9,"10,129"
6205, The Man in the High Castle,2015–2019,57,"Drama, Sci-Fi, Thriller",7.6,"2,580"
6206, Mr. Robot,2015–2019,48,"Crime, Drama, Thriller",8.5,"11,520"
6207, Nova,1974,54,Documentary,7.5,45
6208, Nova,1974,54,Documentary,7.9,60
6209, Ash vs Evil Dead,2015–2018,30,"Action, Comedy, Fantasy",8.0,"2,844"
6210, Taboo,2017,55,"Drama, Mystery, Thriller",8.4,"6,311"
6211, Taboo,2017,56,"Drama, Mystery, Thriller",9.1,"4,518"
6212, Taboo,2017,58,"Drama, Mystery, Thriller",8.3,"4,724"
6213, Taboo,2017,61,"Drama, Mystery, Thriller",8.6,"4,118"
6214, Taboo,2017,56,"Drama, Mystery, Thriller",8.2,"3,568"
6215, Taboo,2017,63,"Drama, Mystery, Thriller",8.6,"3,560"
6216, Taboo,2017,57,"Drama, Mystery, Thriller",8.8,"3,682"
6217, Taboo,2017,61,"Drama, Mystery, Thriller",8.1,"4,033"
6218, Ash vs Evil Dead,2015–2018,29,"Action, Comedy, Fantasy",7.9,"2,675"
6219, Ash vs Evil Dead,2015–2018,27,"Action, Comedy, Fantasy",8.4,"2,639"
6220, Ash vs Evil Dead,2015–2018,28,"Action, Comedy, Fantasy",8.0,"2,482"
6221, Ash vs Evil Dead,2015–2018,29,"Action, Comedy, Fantasy",8.7,"2,659"
6222, Ash vs Evil Dead,2015–2018,30,"Action, Comedy, Fantasy",8.6,"2,447"
6223, The Man in the High Castle,2015–2019,52,"Drama, Sci-Fi, Thriller",8.0,"2,424"
6224, Transparent,2014–2019,28,"Comedy, Drama",8.0,357
6225, Mr. Robot,2015–2019,46,"Crime, Drama, Thriller",8.1,"10,238"
6226, Mr. Robot,2015–2019,45,"Crime, Drama, Thriller",8.4,"9,156"
6227, Mr. Robot,2015–2019,45,"Crime, Drama, Thriller",9.1,"10,740"
6228, Mr. Robot,2015–2019,45,"Crime, Drama, Thriller",8.4,"8,700"
6229, Mr. Robot,2015–2019,45,"Crime, Drama, Thriller",9.4,"12,798"
6230, The Man in the High Castle,2015–2019,60,"Drama, Sci-Fi, Thriller",7.6,"2,299"
6231, The Bay,2010,22,"Drama, Romance",***,***
6232, The Bay,2010,21,"Drama, Romance",***,***
6233, Transparent,2014–2019,27,"Comedy, Drama",7.5,330
6234, Transparent,2014–2019,28,"Comedy, Drama",7.6,312
6235, The Man in the High Castle,2015–2019,54,"Drama, Sci-Fi, Thriller",8.2,"2,356"
6236, Mr. Robot,2015–2019,49,"Crime, Drama, Thriller",9.2,"10,550"
6237, Ripper Street,2012–2016,131,"Crime, Drama, Mystery",8.2,310
6238, The Man in the High Castle,2015–2019,54,"Drama, Sci-Fi, Thriller",8.0,"2,127"
6239, The Path,2016–2018,56,Drama,7.6,525
6240, Transparent,2014–2019,28,"Comedy, Drama",8.0,311
6241, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6242, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6243, The Man in the High Castle,2015–2019,48,"Drama, Sci-Fi, Thriller",8.4,"2,233"
6244, Three's a Pain,2016,6,Comedy,8.6,219
6245, Mr. Robot,2015–2019,41,"Crime, Drama, Thriller",8.1,"7,306"
6246, TURN,2014–2017,44,"Drama, History, War",8.4,376
6247, The Man in the High Castle,2015–2019,59,"Drama, Sci-Fi, Thriller",8.6,"2,527"
6248, Transparent,2014–2019,29,"Comedy, Drama",7.4,300
6249, Transparent,2014–2019,27,"Comedy, Drama",7.9,304
6250, Transparent,2014–2019,30,"Comedy, Drama",7.7,307
6251, Transparent,2014–2019,26,"Comedy, Drama",8.4,442
6252, Ripper Street,2012–2016,60,"Crime, Drama, Mystery",8.0,233
6253, Red Oaks,2014–2017,25,"Comedy, Drama, Sport",7.4,259
6254, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.3,"2,837"
6255, Three's a Pain,2016,1,Comedy,8.8,169
6256, Red Oaks,2014–2017,27,"Comedy, Drama, Sport",8.1,215
6257, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.7,"2,890"
6258, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.4,"2,718"
6259, Red Oaks,2014–2017,25,"Comedy, Drama, Sport",7.3,232
6260, Red Oaks,2014–2017,24,"Comedy, Drama, Sport",7.6,219
6261, Nova,1974,114,Documentary,7.7,182
6262, Nova,1974,56,Documentary,7.3,97
6263, Nova,1974,52,Documentary,6.8,26
6264, Nova,1974,53,Documentary,7.5,56
6265, Nova,1974,54,Documentary,7.3,94
6266, Nova,1974,53,Documentary,6.2,111
6267, Nova,1974,***,Documentary,7.5,76
6268, Nova,1974,53,Documentary,7.5,62
6269, Red Oaks,2014–2017,23,"Comedy, Drama, Sport",7.8,220
6270, American Gods,2017–2021,65,"Drama, Fantasy, Mystery",8.1,"4,946"
6271, American Gods,2017–2021,62,"Drama, Fantasy, Mystery",8.5,"3,053"
6272, Red Oaks,2014–2017,25,"Comedy, Drama, Sport",7.9,224
6273, Red Oaks,2014–2017,24,"Comedy, Drama, Sport",6.8,308
6274, Red Oaks,2014–2017,23,"Comedy, Drama, Sport",8.5,240
6275, Red Oaks,2014–2017,23,"Comedy, Drama, Sport",7.8,199
6276, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.4,"2,636"
6277, Falling Water,2016–2018,56,"Drama, Mystery, Sci-Fi",7.3,303
6278, American Gods,2017–2021,61,"Drama, Fantasy, Mystery",7.9,"3,706"
6279, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.8,42
6280, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",8.0,34
6281, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.7,30
6282, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.7,30
6283, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.8,27
6284, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.9,30
6285, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",8.3,36
6286, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.8,27
6287, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.6,26
6288, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.9,26
6289, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",8.1,28
6290, Himouto! Umaruchan,2015–2017,24,"Animation, Comedy",7.9,31
6291, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.9,"2,772"
6292, The Bay,2010,22,"Drama, Romance",***,***
6293, The Bay,2010,22,"Drama, Romance",***,***
6294, The Bay,2010,21,"Drama, Romance",***,***
6295, The Bay,2010,27,"Drama, Romance",***,***
6296, The Bay,2010,21,"Drama, Romance",***,***
6297, The Bay,2010,19,"Drama, Romance",***,***
6298, Ripper Street,2012–2016,67,"Crime, Drama, Mystery",8.2,267
6299, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.2,"2,692"
6300, Three's a Pain,2016,7,Comedy,8.8,180
6301, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.9,"2,778"
6302, Catastrophe,2015–2019,24,Comedy,7.6,351
6303, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.8,"2,719"
6304, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.3,"3,143"
6305, The Big Bang Theory,2007–2019,21,"Comedy, Romance",9.0,"4,766"
6306, Catastrophe,2015–2019,24,Comedy,7.9,310
6307, The Green Room,2016,17,Comedy,***,***
6308, Ash vs Evil Dead,2015–2018,33,"Action, Comedy, Fantasy",8.4,"2,235"
6309, Sneaky Pete,2015–2019,56,"Crime, Thriller",7.9,"1,009"
6310, Catastrophe,2015–2019,24,Comedy,7.8,292
6311, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.0,79
6312, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.0,71
6313, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.4,68
6314, Catastrophe,2015–2019,24,Comedy,7.5,281
6315, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.2,64
6316, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",7.7,63
6317, The Path,2016–2018,47,Drama,7.8,335
6318, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.3,63
6319, Ash vs Evil Dead,2015–2018,32,"Action, Comedy, Fantasy",8.3,"1,761"
6320, Catastrophe,2015–2019,24,Comedy,7.6,272
6321, Catastrophe,2015–2019,28,Comedy,7.7,286
6322, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.7,66
6323, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.6,61
6324, Ash vs Evil Dead,2015–2018,26,"Action, Comedy, Fantasy",8.6,"2,202"
6325, Ash vs Evil Dead,2015–2018,29,"Action, Comedy, Fantasy",8.4,"1,982"
6326, Ash vs Evil Dead,2015–2018,27,"Action, Comedy, Fantasy",8.0,"1,858"
6327, Ash vs Evil Dead,2015–2018,27,"Action, Comedy, Fantasy",8.0,"1,796"
6328, Ash vs Evil Dead,2015–2018,28,"Action, Comedy, Fantasy",8.4,"1,798"
6329, Ash vs Evil Dead,2015–2018,28,"Action, Comedy, Fantasy",8.0,"1,878"
6330, Ash vs Evil Dead,2015–2018,27,"Action, Comedy, Fantasy",8.8,"1,932"
6331, Ash vs Evil Dead,2015–2018,27,"Action, Comedy, Fantasy",8.8,"1,871"
6332, Ripper Street,2012–2016,63,"Crime, Drama, Mystery",9.1,313
6333, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.1,60
6334, Preacher,2016–2019,49,"Adventure, Drama, Fantasy",8.1,"3,022"
6335, Preacher,2016–2019,42,"Adventure, Drama, Fantasy",7.8,"2,519"
6336, Preacher,2016–2019,42,"Adventure, Drama, Fantasy",7.6,"2,352"
6337, Preacher,2016–2019,42,"Adventure, Drama, Fantasy",8.0,"2,241"
6338, Preacher,2016–2019,42,"Adventure, Drama, Fantasy",8.8,"2,719"
6339, Preacher,2016–2019,44,"Adventure, Drama, Fantasy",8.0,"2,061"
6340, Preacher,2016–2019,42,"Adventure, Drama, Fantasy",7.8,"2,005"
6341, Preacher,2016–2019,47,"Adventure, Drama, Fantasy",8.3,"2,126"
6342, Preacher,2016–2019,54,"Adventure, Drama, Fantasy",8.7,"2,483"
6343, The Path,2016–2018,54,Drama,7.8,400
6344, The Path,2016–2018,49,Drama,7.7,294
6345, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",9.0,74
6346, Goliath,2016–2021,54,Drama,8.1,"1,432"
6347, The Path,2016–2018,47,Drama,8.3,291
6348, Goliath,2016–2021,54,Drama,8.7,"1,337"
6349, TURN,2014–2017,43,"Drama, History, War",8.7,342
6350, Goliath,2016–2021,54,Drama,8.5,"1,152"
6351, Goliath,2016–2021,54,Drama,8.0,"1,066"
6352, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",8.3,65
6353, Goliath,2016–2021,56,Drama,8.2,"1,008"
6354, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.4,"2,511"
6355, The Big Bang Theory,2007–2019,18,"Comedy, Romance",7.4,"2,487"
6356, Goliath,2016–2021,55,Drama,8.3,"1,002"
6357, American Gods,2017–2021,61,"Drama, Fantasy, Mystery",7.7,"3,478"
6358, Goliath,2016–2021,59,Drama,8.5,"1,015"
6359, Goliath,2016–2021,59,Drama,8.5,"1,172"
6360, Red Oaks,2014–2017,27,"Comedy, Drama, Sport",7.7,201
6361, The Man in the High Castle,2015–2019,57,"Drama, Sci-Fi, Thriller",7.9,"1,895"
6362, Rakudai Kishi no Cavalry,2015,24,"Animation, Action, Fantasy",9.0,90
6363, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.5,"2,538"
6364, Ripper Street,2012–2016,65,"Crime, Drama, Mystery",8.0,251
6365, Ripper Street,2012–2016,66,"Crime, Drama, Mystery",8.1,255
6366, Ripper Street,2012–2016,64,"Crime, Drama, Mystery",8.4,242
6367, Just Add Magic,2015–2019,26,"Comedy, Drama, Family",8.1,112
6368, Just Add Magic,2015–2019,24,"Comedy, Drama, Family",8.5,74
6369, Just Add Magic,2015–2019,24,"Comedy, Drama, Family",8.6,69
6370, Just Add Magic,2015–2019,23,"Comedy, Drama, Family",8.8,65
6371, Just Add Magic,2015–2019,26,"Comedy, Drama, Family",8.9,66
6372, Just Add Magic,2015–2019,24,"Comedy, Drama, Family",8.7,63
6373, Just Add Magic,2015–2019,23,"Comedy, Drama, Family",8.9,66
6374, Just Add Magic,2015–2019,26,"Comedy, Drama, Family",8.7,63
6375, Just Add Magic,2015–2019,24,"Comedy, Drama, Family",8.9,65
6376, Just Add Magic,2015–2019,25,"Comedy, Drama, Family",8.9,67
6377, Just Add Magic,2015–2019,24,"Comedy, Drama, Family",8.8,63
6378, Just Add Magic,2015–2019,25,"Comedy, Drama, Family",9.0,73
6379, Just Add Magic,2015–2019,25,"Comedy, Drama, Family",9.1,72
6380, Love Hurts,2013,11,"Comedy, Romance",***,***
6381, Love Hurts,2013,8,"Comedy, Romance",***,***
6382, Love Hurts,2013,11,"Comedy, Romance",***,***
6383, Sneaky Pete,2015–2019,49,"Crime, Thriller",8.0,902
6384, L.A. Macabre,2014,25,Thriller,***,***
6385, Love Hurts,2013,8,"Comedy, Romance",***,***
6386, Love Hurts,2013,***,"Comedy, Romance",***,***
6387, Love Hurts,2013,10,"Comedy, Romance",***,***
6388, Love Hurts,2013,11,"Comedy, Romance",***,***
6389, Love Hurts,2013,13,"Comedy, Romance",***,***
6390, Love Hurts,2013,12,"Comedy, Romance",***,***
6391, Love Hurts,2013,8,"Comedy, Romance",***,***
6392, Love Hurts,2013,17,"Comedy, Romance",***,***
6393, Love Hurts,2013,9,"Comedy, Romance",***,***
6394, Love Hurts,2013,8,"Comedy, Romance",***,***
6395, Love Hurts,2013,9,"Comedy, Romance",***,***
6396, Love Hurts,2013,11,"Comedy, Romance",***,***
6397, L.A. Macabre,2014,27,Thriller,***,***
6398, L.A. Macabre,2014,25,Thriller,***,***
6399, L.A. Macabre,2014,25,Thriller,***,***
6400, L.A. Macabre,2014,24,Thriller,***,***
6401, TURN,2014–2017,42,"Drama, History, War",8.7,356
6402, Nova,1974,53,Documentary,7.3,42
6403, L.A. Macabre,2014,27,Thriller,***,***
6404, L.A. Macabre,2014,21,Thriller,***,***
6405, L.A. Macabre,2014,36,Thriller,***,***
6406, L.A. Macabre,2014,34,Thriller,***,***
6407, L.A. Macabre,2014,32,Thriller,***,***
6408, Nova,1974,53,Documentary,7.5,126
6409, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.5,"2,493"
6410, Mr. Robot,2015–2019,42,"Crime, Drama, Thriller",8.2,"6,781"
6411, Mr. Robot,2015–2019,63,"Crime, Drama, Thriller",8.3,"6,604"
6412, Mr. Robot,2015–2019,65,"Crime, Drama, Thriller",8.3,"6,210"
6413, Mr. Robot,2015–2019,51,"Crime, Drama, Thriller",8.8,"6,351"
6414, Mr. Robot,2015–2019,50,"Crime, Drama, Thriller",9.0,"7,310"
6415, Mr. Robot,2015–2019,49,"Crime, Drama, Thriller",9.2,"7,733"
6416, Mr. Robot,2015–2019,46,"Crime, Drama, Thriller",8.5,"5,653"
6417, Mr. Robot,2015–2019,49,"Crime, Drama, Thriller",8.5,"5,474"
6418, Mr. Robot,2015–2019,43,"Crime, Drama, Thriller",9.2,"6,860"
6419, TURN,2014–2017,43,"Drama, History, War",8.7,362
6420, Nova,1974,53,Documentary,7.5,41
6421, TURN,2014–2017,42,"Drama, History, War",8.6,365
6422, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.4,"2,591"
6423, TURN,2014–2017,42,"Drama, History, War",8.7,333
6424, Sneaky Pete,2015–2019,50,"Crime, Thriller",8.3,883
6425, Nova,1974,53,Documentary,7.4,45
